10	3.88	1.54	1.35	1.00	0.58	0.17	-0.14	-0.31	-0.33	-0.24	-0.08	0.07	0.18	0.20	0.15	0.05	-0.05	-0.12	-0.14	-0.11	-0.04	0.04	0.09	0.11	0.09	0.03	-0.03	-0.08	-0.09	-0.07	-0.03	0.02	0.06
11	4.04	1.69	1.43	0.99	0.47	0.02	-0.28	-0.38	-0.30	-0.12	0.07	0.20	0.22	0.14	0.02	-0.10	-0.15	-0.14	-0.07	0.03	0.10	0.12	0.09	0.02	-0.05	-0.10	-0.09	-0.05	0.01	0.07	0.08	0.07	0.02
12	3.87	1.84	1.51	0.95	0.34	-0.14	-0.38	-0.38	-0.20	0.04	0.20	0.24	0.15	0.00	-0.13	-0.17	-0.12	-0.02	0.08	0.13	0.11	0.03	-0.06	-0.11	-0.10	-0.04	0.04	0.08	0.09	0.04	-0.02	-0.07	-0.08
13	3.87	1.98	1.57	0.89	0.20	-0.28	-0.44	-0.32	-0.05	0.18	0.26	0.18	0.01	-0.14	-0.19	-0.11	0.01	0.12	0.14	0.08	-0.03	-0.10	-0.11	-0.05	0.04	0.09	0.09	0.03	-0.04	-0.08	-0.07	-0.02	0.04
14	4.02	2.13	1.61	0.81	0.05	-0.40	-0.45	-0.21	0.10	0.27	0.23	0.05	-0.14	-0.20	-0.12	0.03	0.14	0.14	0.05	-0.07	-0.13	-0.09	0.01	0.09	0.10	0.04	-0.04	-0.09	-0.07	-0.01	0.06	0.08	0.04
15	3.90	2.27	1.65	0.71	-0.11	-0.49	-0.41	-0.06	0.23	0.29	0.12	-0.11	-0.21	-0.14	0.03	0.15	0.14	0.02	-0.10	-0.13	-0.06	0.05	0.11	0.08	-0.02	-0.09	-0.09	-0.02	0.06	0.09	0.04	-0.04	-0.08
16	3.87	2.41	1.66	0.59	-0.26	-0.55	-0.31	0.09	0.32	0.23	-0.03	-0.21	-0.18	-0.00	0.16	0.16	0.02	-0.12	-0.14	-0.03	0.09	0.12	0.04	-0.06	-0.11	-0.05	0.05	0.09	0.05	-0.03	-0.08	-0.06	0.02
17	4.00	2.54	1.67	0.46	-0.40	-0.55	-0.18	0.23	0.33	0.10	-0.17	-0.23	-0.06	0.14	0.18	0.04	-0.12	-0.14	-0.02	0.11	0.12	0.01	-0.10	-0.10	-0.00	0.09	0.09	-0.00	-0.08	-0.07	0.01	0.07	0.06
18	3.93	2.68	1.65	0.31	-0.52	-0.52	-0.03	0.34	0.27	-0.05	-0.25	-0.15	0.09	0.20	0.08	-0.11	-0.16	-0.03	0.11	0.12	-0.01	-0.11	-0.09	0.03	0.11	0.06	-0.05	-0.09	-0.03	0.06	0.08	0.01	-0.07
19	3.86	2.81	1.63	0.16	-0.61	-0.44	0.13	0.38	0.15	-0.19	-0.25	-0.01	0.20	0.14	-0.07	-0.17	-0.06	0.11	0.13	-0.01	-0.12	-0.08	0.06	0.11	0.02	-0.08	-0.08	0.02	0.09	0.05	-0.05	-0.08	-0.01
20	3.98	2.94	1.59	0.00	-0.68	-0.33	0.27	0.37	0.00	-0.28	-0.16	0.14	0.21	0.00	-0.18	-0.10	0.09	0.14	0.00	-0.13	-0.08	0.07	0.11	0.00	-0.10	-0.06	0.06	0.09	0.00	-0.08	-0.05	0.05	0.08
21	3.94	3.06	1.53	-0.15	-0.71	-0.19	0.38	0.29	-0.15	-0.29	-0.01	0.23	0.11	-0.14	-0.16	0.05	0.16	0.03	-0.13	-0.09	0.07	0.12	-0.01	-0.11	-0.04	0.08	0.08	-0.04	-0.09	-0.01	0.08	0.05	-0.05
22	3.87	3.19	1.46	-0.31	-0.71	-0.04	0.44	0.17	-0.27	-0.22	0.14	0.22	-0.04	-0.20	-0.04	0.16	0.09	-0.11	-0.12	0.06	0.12	-0.01	-0.12	-0.04	0.09	0.07	-0.06	-0.08	0.03	0.09	0.01	-0.08	-0.04
23	3.96	3.31	1.38	-0.45	-0.67	0.12	0.45	0.01	-0.33	-0.08	0.24	0.12	-0.17	-0.14	0.11	0.15	-0.06	-0.15	0.02	0.14	0.01	-0.12	-0.04	0.10	0.06	-0.08	-0.07	0.05	0.08	-0.03	-0.08	0.01	0.08
24	3.95	3.42	1.29	-0.59	-0.60	0.27	0.41	-0.14	-0.32	0.07	0.26	-0.03	-0.22	-0.00	0.18	0.02	-0.16	-0.04	0.14	0.05	-0.12	-0.06	0.10	0.07	-0.08	-0.07	0.07	0.07	-0.05	-0.08	0.04	0.07	-0.03
25	3.87	3.53	1.18	-0.71	-0.51	0.39	0.32	-0.27	-0.24	0.21	0.19	-0.17	-0.16	0.14	0.13	-0.12	-0.12	0.11	0.10	-0.09	-0.09	0.08	0.08	-0.08	-0.08	0.07	0.07	-0.07	-0.07	0.06	0.06	-0.06	-0.06
26	3.95	3.64	1.06	-0.81	-0.38	0.49	0.20	-0.36	-0.10	0.28	0.05	-0.24	-0.02	0.20	-0.01	-0.17	0.03	0.15	-0.04	-0.13	0.05	0.11	-0.06	-0.09	0.07	0.08	-0.07	-0.06	0.07	0.05	-0.07	-0.04	0.07
27	3.96	3.75	0.94	-0.89	-0.24	0.54	0.04	-0.38	0.05	0.28	-0.10	-0.21	0.13	0.14	-0.14	-0.09	0.15	0.04	-0.14	-0.01	0.13	-0.02	-0.11	0.05	0.09	-0.07	-0.07	0.08	0.04	-0.08	-0.02	0.08	-0.00
28	3.88	3.85	0.80	-0.95	-0.09	0.55	-0.11	-0.35	0.19	0.20	-0.22	-0.09	0.21	0.00	-0.18	0.06	0.14	-0.10	-0.09	0.12	0.03	-0.12	0.01	0.11	-0.05	-0.08	0.07	0.05	-0.09	-0.01	0.08	-0.02	-0.07
29	3.93	3.95	0.66	-0.99	0.06	0.52	-0.25	-0.26	0.30	0.07	-0.26	0.06	0.19	-0.14	-0.10	0.16	0.01	-0.15	0.06	0.10	-0.10	-0.04	0.12	-0.02	-0.10	0.06	0.06	-0.09	-0.02	0.09	-0.03	-0.07	0.06
30	3.97	4.04	0.52	-1.00	0.22	0.45	-0.37	-0.12	0.33	-0.09	-0.21	0.19	0.07	-0.20	0.05	0.14	-0.13	-0.05	0.14	-0.04	-0.11	0.10	0.04	-0.11	0.03	0.08	-0.08	-0.03	0.09	-0.02	-0.07	0.06	0.03
31	3.89	4.13	0.37	-0.99	0.36	0.34	-0.44	0.03	0.30	-0.22	-0.09	0.24	-0.08	-0.14	0.17	0.01	-0.15	0.10	0.07	-0.13	0.03	0.10	-0.10	-0.02	0.10	-0.06	-0.06	0.09	-0.01	-0.08	0.07	0.03	-0.08
32	3.92	4.22	0.21	-0.95	0.49	0.21	-0.45	0.18	0.20	-0.29	0.06	0.19	-0.20	-0.00	0.17	-0.13	-0.04	0.15	-0.08	-0.07	0.13	-0.04	-0.08	0.10	-0.01	-0.09	0.08	0.01	-0.09	0.06	0.03	-0.08	0.04
33	3.97	4.30	0.05	-0.89	0.59	0.05	-0.42	0.30	0.05	-0.28	0.20	0.05	-0.21	0.14	0.05	-0.17	0.10	0.05	-0.14	0.08	0.05	-0.12	0.06	0.05	-0.11	0.05	0.05	-0.09	0.04	0.05	-0.08	0.03	0.05
34	3.90	4.38	-0.10	-0.81	0.66	-0.10	-0.33	0.37	-0.10	-0.19	0.26	-0.10	-0.12	0.20	-0.10	-0.08	0.16	-0.09	-0.05	0.13	-0.09	-0.03	0.11	-0.09	-0.01	0.09	-0.08	0.00	0.08	-0.08	0.01	0.06	-0.08
35	3.91	4.45	-0.26	-0.71	0.71	-0.25	-0.21	0.38	-0.23	-0.05	0.24	-0.21	0.03	0.14	-0.18	0.08	0.08	-0.15	0.10	0.02	-0.12	0.11	-0.02	-0.08	0.10	-0.04	-0.05	0.09	-0.06	-0.02	0.08	-0.07	0.01
36	3.97	4.52	-0.41	-0.59	0.71	-0.38	-0.06	0.33	-0.32	0.11	0.13	-0.23	0.17	0.00	-0.14	0.17	-0.08	-0.06	0.14	-0.11	0.01	0.09	-0.12	0.06	0.03	-0.09	0.09	-0.02	-0.06	0.09	-0.06	-0.01	0.07
37	3.91	4.59	-0.56	-0.46	0.69	-0.48	0.10	0.22	-0.33	0.23	-0.02	-0.16	0.22	-0.14	-0.01	0.13	-0.16	0.09	0.03	-0.11	0.12	-0.06	-0.04	0.10	-0.10	0.04	0.04	-0.09	0.08	-0.02	-0.05	0.08	-0.06
38	3.90	4.65	-0.71	-0.31	0.63	-0.54	0.24	0.08	-0.27	0.29	-0.17	-0.02	0.16	-0.20	0.13	-0.01	-0.11	0.15	-0.11	0.02	0.07	-0.12	0.10	-0.03	-0.05	0.10	-0.09	0.04	0.03	-0.08	0.08	-0.04	-0.02
39	3.97	4.70	-0.85	-0.16	0.54	-0.56	0.36	-0.08	-0.15	0.27	-0.25	0.13	0.02	-0.14	0.18	-0.14	0.04	0.06	-0.13	0.13	-0.08	-0.01	0.08	-0.11	0.09	-0.03	-0.04	0.08	-0.09	0.06	0.00	-0.05	0.08
40	3.92	4.75	-0.98	-0.00	0.42	-0.53	0.43	-0.22	-0.00	0.18	-0.25	0.23	-0.13	-0.00	0.11	-0.16	0.15	-0.09	-0.00	0.08	-0.12	0.11	-0.07	-0.00	0.07	-0.10	0.09	-0.05	-0.00	0.05	-0.08	0.08	-0.04
41	3.90	4.80	-1.10	0.15	0.29	-0.46	0.45	-0.33	0.15	0.03	-0.16	0.23	-0.21	0.14	-0.04	-0.06	0.13	-0.15	0.13	-0.07	-0.01	0.07	-0.11	0.11	-0.08	0.03	0.03	-0.07	0.09	-0.08	0.04	0.00	-0.04
42	3.96	4.84	-1.21	0.31	0.14	-0.36	0.42	-0.38	0.27	-0.12	-0.02	0.13	-0.19	0.20	-0.16	0.09	-0.01	-0.07	0.12	-0.13	0.12	-0.08	0.02	0.04	-0.08	0.10	-0.09	0.07	-0.02	-0.02	0.06	-0.08	0.08
43	3.93	4.88	-1.31	0.45	-0.02	-0.22	0.34	-0.37	0.33	-0.24	0.13	-0.02	-0.08	0.14	-0.18	0.17	-0.14	0.08	-0.02	-0.04	0.09	-0.11	0.12	-0.10	0.06	-0.02	-0.02	0.06	-0.08	0.09	-0.08	0.05	-0.02
44	3.89	4.91	-1.41	0.58	-0.17	-0.07	0.22	-0.30	0.32	-0.29	0.24	-0.16	0.08	0.00	-0.07	0.12	-0.15	0.15	-0.13	0.10	-0.06	0.01	0.03	-0.07	0.09	-0.10	0.10	-0.08	0.05	-0.02	-0.01	0.04	-0.06
45	3.96	4.94	-1.48	0.70	-0.32	0.08	0.07	-0.18	0.24	-0.26	0.26	-0.23	0.19	-0.14	0.08	-0.02	-0.03	0.07	-0.10	0.12	-0.13	0.12	-0.10	0.08	-0.05	0.01	0.02	-0.05	0.07	-0.08	0.08	-0.08	0.07
46	3.94	4.96	-1.55	0.81	-0.45	0.23	-0.08	-0.03	0.11	-0.16	0.19	-0.21	0.21	-0.20	0.18	-0.15	0.12	-0.08	0.04	-0.00	-0.03	0.06	-0.08	0.09	-0.10	0.10	-0.10	0.09	-0.07	0.05	-0.03	0.01	0.01
47	3.89	4.98	-1.60	0.89	-0.56	0.36	-0.23	0.13	-0.05	-0.01	0.06	-0.10	0.13	-0.14	0.16	-0.16	0.16	-0.15	0.14	-0.13	0.11	-0.09	0.07	-0.05	0.03	-0.01	-0.01	0.03	-0.04	0.06	-0.07	0.07	-0.08
48	3.95	4.99	-1.64	0.95	-0.64	0.47	-0.35	0.26	-0.19	0.14	-0.09	0.06	-0.02	-0.00	0.03	-0.05	0.06	-0.08	0.09	-0.10	0.10	-0.10	0.11	-0.11	0.11	-0.10	0.10	-0.09	0.09	-0.08	0.07	-0.06	0.05
49	3.95	5.00	-1.66	0.99	-0.70	0.53	-0.43	0.35	-0.30	0.25	-0.22	0.19	-0.16	0.14	-0.12	0.10	-0.09	0.07	-0.06	0.05	-0.04	0.03	-0.02	0.01	-0.01	-0.00	0.01	-0.01	0.02	-0.02	0.03	-0.03	0.04
50	3.89	5.00	-1.67	1.00	-0.71	0.56	-0.45	0.38	-0.33	0.29	-0.26	0.24	-0.22	0.20	-0.19	0.17	-0.16	0.15	-0.14	0.14	-0.13	0.12	-0.12	0.11	-0.11	0.10	-0.10	0.09	-0.09	0.09	-0.08	0.08	-0.08
51	3.94	5.00	-1.66	0.99	-0.70	0.53	-0.43	0.35	-0.30	0.26	-0.22	0.19	-0.17	0.14	-0.13	0.11	-0.09	0.08	-0.07	0.06	-0.05	0.04	-0.03	0.02	-0.01	0.01	-0.00	-0.00	0.01	-0.02	0.02	-0.02	0.03
52	3.95	4.99	-1.64	0.95	-0.65	0.47	-0.35	0.27	-0.20	0.15	-0.10	0.06	-0.03	0.00	0.02	-0.04	0.06	-0.07	0.08	-0.09	0.10	-0.10	0.10	-0.10	0.10	-0.10	0.10	-0.09	0.09	-0.08	0.07	-0.07	0.06
53	3.89	4.98	-1.60	0.89	-0.57	0.37	-0.24	0.13	-0.06	-0.01	0.05	-0.09	0.12	-0.14	0.15	-0.16	0.16	-0.15	0.14	-0.13	0.11	-0.09	0.07	-0.05	0.03	-0.01	-0.01	0.02	-0.04	0.05	-0.06	0.07	-0.07
54	3.93	4.96	-1.55	0.81	-0.46	0.24	-0.09	-0.02	0.10	-0.15	0.19	-0.21	0.21	-0.20	0.18	-0.15	0.12	-0.08	0.05	-0.01	-0.02	0.05	-0.07	0.09	-0.10	0.10	-0.10	0.09	-0.08	0.06	-0.04	0.02	0.00
55	3.96	4.94	-1.49	0.71	-0.33	0.09	0.07	-0.17	0.23	-0.26	0.26	-0.24	0.20	-0.14	0.09	-0.03	-0.02	0.06	-0.10	0.12	-0.13	0.12	-0.11	0.08	-0.05	0.02	0.01	-0.04	0.06	-0.08	0.08	-0.08	0.07
56	3.89	4.91	-1.41	0.59	-0.18	-0.07	0.22	-0.29	0.32	-0.29	0.24	-0.17	0.08	-0.00	-0.06	0.11	-0.14	0.15	-0.14	0.11	-0.07	0.02	0.02	-0.06	0.09	-0.10	0.10	-0.08	0.06	-0.03	-0.01	0.04	-0.06
57	3.92	4.88	-1.32	0.46	-0.03	-0.22	0.34	-0.37	0.33	-0.25	0.14	-0.03	-0.07	0.14	-0.17	0.17	-0.14	0.09	-0.03	-0.03	0.08	-0.11	0.12	-0.10	0.07	-0.03	-0.02	0.05	-0.08	0.09	-0.08	0.06	-0.03
58	3.97	4.84	-1.22	0.31	0.13	-0.35	0.42	-0.38	0.27	-0.13	-0.01	0.12	-0.19	0.20	-0.16	0.10	-0.01	-0.06	0.11	-0.13	0.12	-0.08	0.03	0.03	-0.07	0.10	-0.10	0.07	-0.03	-0.01	0.05	-0.07	0.08
59	3.90	4.80	-1.11	0.16	0.28	-0.46	0.45	-0.33	0.16	0.02	-0.16	0.22	-0.21	0.14	-0.04	-0.05	0.12	-0.15	0.13	-0.07	0.00	0.06	-0.10	0.11	-0.08	0.03	0.02	-0.07	0.09	-0.08	0.05	-0.01	-0.04
60	3.91	4.76	-0.98	0.00	0.42	-0.53	0.43	-0.23	0.00	0.17	-0.25	0.23	-0.13	0.00	0.10	-0.16	0.15	-0.09	0.00	0.08	-0.12	0.12	-0.07	0.00	0.06	-0.10	0.09	-0.06	0.00	0.05	-0.08	0.08	-0.05
61	3.97	4.71	-0.85	-0.15	0.53	-0.56	0.36	-0.09	-0.15	0.27	-0.25	0.14	0.02	-0.14	0.18	-0.15	0.05	0.06	-0.13	0.13	-0.08	0.00	0.07	-0.11	0.09	-0.04	-0.03	0.08	-0.09	0.06	-0.01	-0.05	0.08
62	3.91	4.65	-0.71	-0.30	0.62	-0.54	0.25	0.07	-0.27	0.29	-0.17	-0.01	0.16	-0.20	0.14	-0.02	-0.10	0.15	-0.12	0.03	0.06	-0.12	0.10	-0.04	-0.04	0.09	-0.09	0.04	0.02	-0.07	0.08	-0.05	-0.01
63	3.90	4.59	-0.57	-0.45	0.68	-0.48	0.10	0.21	-0.33	0.24	-0.03	-0.15	0.22	-0.14	-0.00	0.13	-0.16	0.10	0.02	-0.11	0.13	-0.07	-0.03	0.10	-0.10	0.05	0.03	-0.09	0.08	-0.03	-0.04	0.08	-0.07
64	3.97	4.53	-0.42	-0.58	0.71	-0.38	-0.05	0.32	-0.32	0.11	0.12	-0.23	0.17	-0.01	-0.14	0.17	-0.08	-0.05	0.13	-0.12	0.02	0.08	-0.12	0.07	0.02	-0.09	0.09	-0.03	-0.05	0.09	-0.06	-0.01	0.06
65	3.92	4.46	-0.27	-0.70	0.71	-0.26	-0.20	0.38	-0.24	-0.04	0.23	-0.21	0.04	0.14	-0.18	0.08	0.07	-0.15	0.10	0.02	-0.11	0.11	-0.02	-0.07	0.11	-0.05	-0.04	0.09	-0.07	-0.01	0.07	-0.08	0.02
66	3.89	4.38	-0.11	-0.81	0.67	-0.11	-0.33	0.37	-0.11	-0.18	0.26	-0.11	-0.11	0.20	-0.10	-0.07	0.16	-0.10	-0.04	0.13	-0.10	-0.02	0.11	-0.09	-0.00	0.09	-0.09	0.01	0.07	-0.08	0.02	0.06	-0.08
67	3.97	4.31	0.05	-0.89	0.59	0.05	-0.42	0.31	0.05	-0.27	0.20	0.05	-0.21	0.15	0.05	-0.17	0.11	0.05	-0.14	0.09	0.05	-0.12	0.07	0.05	-0.11	0.06	0.05	-0.09	0.05	0.04	-0.08	0.04	0.04
68	3.93	4.22	0.20	-0.95	0.49	0.20	-0.45	0.19	0.19	-0.29	0.07	0.18	-0.20	0.01	0.17	-0.14	-0.03	0.15	-0.09	-0.06	0.13	-0.05	-0.08	0.11	-0.02	-0.08	0.09	0.01	-0.08	0.06	0.03	-0.08	0.04
69	3.88	4.14	0.36	-0.99	0.37	0.34	-0.44	0.04	0.29	-0.22	-0.08	0.24	-0.09	-0.14	0.17	-0.00	-0.15	0.10	0.06	-0.13	0.04	0.09	-0.10	-0.01	0.10	-0.06	-0.05	0.09	-0.02	-0.07	0.07	0.02	-0.08
70	3.96	4.05	0.51	-1.00	0.23	0.45	-0.37	-0.11	0.33	-0.10	-0.21	0.20	0.06	-0.20	0.06	0.14	-0.13	-0.04	0.14	-0.05	-0.10	0.10	0.03	-0.11	0.04	0.08	-0.08	-0.02	0.09	-0.03	-0.07	0.07	0.02
71	3.94	3.95	0.66	-0.99	0.07	0.52	-0.26	-0.25	0.30	0.06	-0.26	0.07	0.18	-0.15	-0.09	0.17	-0.00	-0.15	0.07	0.10	-0.11	-0.04	0.12	-0.02	-0.10	0.07	0.06	-0.09	-0.01	0.09	-0.03	-0.06	0.06
72	3.88	3.86	0.80	-0.95	-0.08	0.55	-0.12	-0.35	0.20	0.20	-0.23	-0.08	0.21	-0.01	-0.18	0.07	0.13	-0.11	-0.08	0.12	0.03	-0.12	0.02	0.10	-0.06	-0.07	0.08	0.04	-0.09	-0.01	0.08	-0.03	-0.07
73	3.96	3.75	0.93	-0.89	-0.24	0.54	0.04	-0.38	0.06	0.28	-0.11	-0.20	0.14	0.14	-0.15	-0.08	0.15	0.04	-0.14	0.00	0.13	-0.03	-0.11	0.06	0.08	-0.07	-0.06	0.08	0.04	-0.08	-0.01	0.08	-0.01
74	3.95	3.65	1.06	-0.81	-0.38	0.49	0.19	-0.36	-0.10	0.29	0.04	-0.24	-0.01	0.20	-0.02	-0.17	0.04	0.15	-0.05	-0.12	0.06	0.10	-0.07	-0.09	0.07	0.07	-0.08	-0.06	0.08	0.04	-0.08	-0.03	0.08
75	3.87	3.54	1.17	-0.71	-0.50	0.40	0.32	-0.28	-0.23	0.21	0.18	-0.17	-0.15	0.15	0.13	-0.13	-0.11	0.11	0.10	-0.10	-0.09	0.09	0.08	-0.08	-0.07	0.08	0.06	-0.07	-0.06	0.07	0.06	-0.06	-0.05
76	3.95	3.43	1.28	-0.59	-0.60	0.27	0.41	-0.15	-0.32	0.08	0.26	-0.04	-0.22	0.01	0.19	0.02	-0.16	-0.03	0.14	0.04	-0.12	-0.05	0.10	0.06	-0.09	-0.07	0.07	0.07	-0.06	-0.07	0.05	0.07	-0.03
77	3.97	3.31	1.38	-0.46	-0.67	0.13	0.45	0.01	-0.33	-0.08	0.24	0.12	-0.18	-0.14	0.12	0.15	-0.07	-0.14	0.03	0.13	0.01	-0.12	-0.03	0.10	0.05	-0.08	-0.07	0.06	0.08	-0.04	-0.08	0.01	0.08
78	3.87	3.19	1.46	-0.31	-0.71	-0.03	0.44	0.16	-0.27	-0.21	0.15	0.22	-0.05	-0.20	-0.03	0.16	0.08	-0.11	-0.11	0.06	0.12	-0.01	-0.12	-0.03	0.10	0.06	-0.07	-0.08	0.03	0.09	-0.00	-0.08	-0.03
79	3.94	3.07	1.53	-0.16	-0.71	-0.18	0.38	0.28	-0.16	-0.29	-0.00	0.23	0.11	-0.15	-0.16	0.05	0.16	0.03	-0.13	-0.08	0.08	0.11	-0.02	-0.11	-0.04	0.08	0.07	-0.04	-0.09	-0.00	0.08	0.04	-0.06
80	3.98	2.94	1.58	-0.01	-0.68	-0.32	0.27	0.36	-0.01	-0.28	-0.15	0.15	0.20	-0.01	-0.18	-0.10	0.10	0.14	-0.01	-0.13	-0.07	0.08	0.11	-0.01	-0.10	-0.05	0.06	0.09	-0.01	-0.09	-0.04	0.05	0.07
81	3.87	2.82	1.63	0.15	-0.62	-0.43	0.13	0.38	0.15	-0.20	-0.25	-0.00	0.20	0.14	-0.08	-0.17	-0.05	0.12	0.12	-0.02	-0.12	-0.07	0.06	0.11	0.02	-0.09	-0.08	0.03	0.09	0.04	-0.06	-0.08	-0.00
82	3.92	2.68	1.65	0.30	-0.53	-0.51	-0.02	0.34	0.27	-0.06	-0.26	-0.15	0.10	0.20	0.07	-0.11	-0.15	-0.02	0.12	0.12	-0.01	-0.12	-0.08	0.04	0.11	0.05	-0.06	-0.09	-0.02	0.07	0.08	-0.00	-0.07
83	4.00	2.55	1.67	0.45	-0.41	-0.55	-0.17	0.24	0.33	0.09	-0.18	-0.23	-0.05	0.15	0.18	0.03	-0.13	-0.14	-0.02	0.11	0.11	0.00	-0.10	-0.10	0.00	0.09	0.08	-0.01	-0.08	-0.07	0.01	0.08	0.06
84	3.87	2.41	1.66	0.58	-0.27	-0.55	-0.31	0.10	0.32	0.22	-0.04	-0.22	-0.18	0.01	0.16	0.15	0.01	-0.12	-0.13	-0.03	0.09	0.12	0.04	-0.07	-0.11	-0.04	0.05	0.09	0.05	-0.04	-0.08	-0.05	0.03
85	3.90	2.28	1.65	0.70	-0.12	-0.50	-0.40	-0.05	0.24	0.29	0.11	-0.11	-0.22	-0.14	0.04	0.16	0.14	0.02	-0.11	-0.13	-0.05	0.06	0.12	0.07	-0.02	-0.09	-0.08	-0.01	0.07	0.09	0.03	-0.04	-0.08
86	4.02	2.14	1.62	0.80	0.04	-0.41	-0.45	-0.20	0.11	0.28	0.23	0.04	-0.14	-0.20	-0.11	0.04	0.14	0.14	0.04	-0.08	-0.13	-0.08	0.01	0.09	0.10	0.04	-0.05	-0.09	-0.07	0.00	0.07	0.08	0.04
87	3.88	1.99	1.57	0.89	0.19	-0.29	-0.45	-0.31	-0.05	0.19	0.26	0.17	-0.00	-0.15	-0.18	-0.11	0.02	0.12	0.14	0.07	-0.03	-0.11	-0.11	-0.04	0.04	0.10	0.09	0.03	-0.05	-0.09	-0.07	-0.01	0.05
88	3.87	1.85	1.51	0.95	0.34	-0.14	-0.39	-0.38	-0.19	0.04	0.21	0.24	0.14	-0.01	-0.13	-0.17	-0.12	-0.01	0.09	0.13	0.10	0.02	-0.06	-0.11	-0.09	-0.03	0.04	0.09	0.08	0.04	-0.03	-0.07	-0.08
89	4.04	1.70	1.44	0.99	0.47	0.01	-0.28	-0.38	-0.29	-0.11	0.08	0.20	0.22	0.14	0.01	-0.10	-0.16	-0.14	-0.06	0.04	0.11	0.12	0.08	0.01	-0.06	-0.10	-0.09	-0.04	0.02	0.07	0.08	0.06	0.01
90	3.89	1.55	1.35	1.00	0.57	0.16	-0.15	-0.32	-0.33	-0.23	-0.07	0.08	0.18	0.20	0.15	0.05	-0.06	-0.13	-0.14	-0.10	-0.03	0.04	0.10	0.11	0.08	0.02	-0.04	-0.08	-0.09	-0.07	-0.02	0.03	0.07
91	3.82	1.40	1.25	0.99	0.65	0.31	0.01	-0.20	-0.30	-0.29	-0.20	-0.07	0.05	0.15	0.18	0.16	0.09	0.01	-0.07	-0.12	-0.13	-0.10	-0.04	0.02	0.08	0.10	0.09	0.06	0.01	-0.04	-0.07	-0.08	-0.06
